record_id,date,hospital_name,department,hospital_type,city,ward,weekend_flag,holiday_flag,season,disease_outbreak_flag,total_beds,occupied_beds,reserved_beds,available_beds,emergency_beds,ICU_beds,ICU_occupied,ventilators_available,daily_admissions,daily_discharge,emergency_cases,staff_on_duty,nurses_on_duty,doctors_on_duty,average_length_of_stay,patient_turnover_rate,occupancy_rate,mortality_rate,infection_rate,temperature
HBO-001172,2024-02-09,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,16.0,15.0,1.0,0.0,1.0,12.0,12.0,0.0,14.0,9.333333333333334,12.0,14.0,8.0,3.0,3.56,75.0,93.75,2.14,2.21,16.7
HBO-001202,2024-02-10,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,22.0,18.0,1.0,3.0,1.0,16.0,12.0,4.0,8.0,9.0,19.0,10.0,6.0,2.0,4.0,40.91,86.35,2.88,3.06,20.7
HBO-001232,2024-02-11,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,19.0,15.0,1.0,3.0,1.0,14.0,13.0,1.0,9.0,10.0,9.0,12.0,8.0,2.0,4.18,52.63,78.95,1.82,7.19,20.8
HBO-001262,2024-02-12,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,24.0,24.0,0.0,0.0,1.0,18.0,18.0,2.0,8.0,8.0,11.0,15.0,9.0,2.0,3.05,33.33,100.0,2.77,3.06,20.9
HBO-001292,2024-02-13,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,22.0,19.0,2.0,1.0,1.0,16.0,15.0,3.0,10.0,7.0,11.0,13.0,7.0,3.0,4.12,31.82,95.455,2.4,1.39,19.4
HBO-001322,2024-02-14,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,22.0,20.0,1.0,1.0,1.0,16.0,14.0,3.0,8.5,5.0,6.0,12.0,9.0,2.0,2.17,22.73,90.91,4.53,3.7,23.4
HBO-001352,2024-02-15,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,26.0,21.0,2.0,3.0,2.0,20.0,20.0,3.0,7.0,10.0,12.0,10.0,6.0,3.0,4.39,38.46,87.12,10.27,3.06,26.0
HBO-001382,2024-02-16,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,1.0,Winter,0.0,12.0,10.0,1.0,1.0,1.0,9.0,7.0,3.0,7.5,5.0,7.0,10.0,6.0,3.0,7.39,41.67,83.33,2.19,2.22,25.7
HBO-001412,2024-02-17,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,33.0,27.0,1.0,5.0,2.0,25.0,20.0,3.0,8.0,5.0,13.0,11.0,5.0,4.0,2.14,15.15,81.66499999999999,3.96,0.74,21.2
HBO-001442,2024-02-18,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,25.0,20.0,1.0,4.0,2.0,19.0,16.0,4.0,4.0,4.0,11.0,15.0,7.48,4.0,4.31,16.0,80.0,2.3,5.39,25.1
HBO-001472,2024-02-19,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,29.0,26.0,2.0,1.0,2.0,22.0,22.0,2.0,6.0,8.0,5.0,14.0,7.0,3.0,2.5,27.59,89.66,2.71,2.74,23.3
HBO-001502,2024-02-20,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,21.0,19.0,1.0,1.0,1.0,16.0,16.0,0.0,10.0,14.0,9.0,16.0,8.0,3.0,4.05,66.67,90.48,3.66,0.9,21.5
HBO-001532,2024-02-21,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,25.0,22.0,1.0,2.0,2.0,19.0,14.0,7.0,8.0,7.0,9.0,19.0,12.0,3.0,10.31,28.0,88.0,2.8,1.7,21.2
HBO-001562,2024-02-22,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,24.0,23.0,1.0,0.0,1.0,18.0,18.0,2.0,6.0,3.0,10.0,13.0,6.0,3.0,7.24,12.5,88.445,3.81,2.88,21.7
HBO-001592,2024-02-23,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,18.0,16.0,1.0,1.0,1.0,14.0,12.0,3.0,7.0,6.0,16.0,12.05441354292624,7.0,2.0,3.74,33.33,88.89,2.11,8.28,21.599999999999998
HBO-001622,2024-02-24,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,24.0,22.0,1.0,1.0,1.0,18.0,16.0,4.0,8.0,12.0,20.0,11.0,8.0,2.0,5.72,16.375,91.67,2.3,5.12,21.5
HBO-001652,2024-02-25,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,29.0,28.0,1.0,0.0,2.0,22.0,20.0,3.0,13.0,9.0,10.0,13.0,7.48,2.0,1.84,31.03,92.06666666666666,7.49,1.08,24.3
HBO-001682,2024-02-26,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,20.0,18.0,1.0,1.0,1.0,15.0,13.0,3.0,7.0,10.0,8.0,16.0,11.0,2.359173126614987,3.6,50.0,92.46333333333334,2.01,1.44,24.15
HBO-001712,2024-02-27,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,14.0,13.0,1.0,0.0,1.0,10.0,9.0,3.0,6.0,5.0,8.0,9.0,2.0,2.0,3.43,35.71,92.86,4.59,7.26,24.0
HBO-001742,2024-02-28,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,30.0,27.0,2.0,1.0,2.0,22.0,19.0,4.0,8.0,5.0,9.0,15.0,10.0,4.0,4.34,16.375,90.0,1.37,3.08,23.2
HBO-001772,2024-02-29,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,24.0,20.0,2.0,2.0,1.0,18.0,14.0,5.0,8.5,3.0,11.0,18.0,14.0,4.0,6.28,12.5,83.33,2.71,7.31,22.2
HBO-001802,2024-03-01,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,26.0,23.0,2.0,1.0,2.0,20.0,20.0,1.0,9.0,6.0,7.0,10.0,6.0,2.0,4.15,23.08,88.46,2.07,2.96,26.7
HBO-001832,2024-03-02,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,24.0,22.0,2.0,0.0,1.0,18.0,15.0,4.0,13.0,10.0,5.0,12.0,6.0,1.0,2.95,41.67,91.67,3.44,4.79,22.6
HBO-001862,2024-03-03,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,19.0,18.0,1.0,0.0,1.0,14.0,13.0,3.0,4.0,2.0,10.0,9.0,6.0,2.0,2.33,10.53,94.74,4.74,5.98,23.5
HBO-001892,2024-03-04,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,21.0,17.0,1.0,3.0,1.0,16.0,15.0,2.0,12.0,10.0,9.0,13.0,7.48,2.0,6.78,16.375,80.95,8.23,3.34,26.8
HBO-001922,2024-03-05,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,28.0,22.0,1.0,5.0,2.0,21.0,18.0,3.0,8.5,3.0,12.0,14.0,11.0,2.0,2.47,10.71,82.475,5.87,10.72,25.15
HBO-001952,2024-03-06,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,25.0,21.0,2.0,2.0,2.0,19.0,19.0,7.0,5.0,1.0,8.0,17.0,12.0,3.0,3.54,4.0,84.0,1.95,2.67,23.5
HBO-001982,2024-03-07,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,22.0,18.0,1.0,3.0,1.0,16.0,16.0,4.0,7.0,12.0,9.0,15.0,10.0,3.0,6.96,54.55,81.82,10.68,1.69,21.8
HBO-002012,2024-03-08,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,31.0,25.0,1.0,5.0,2.0,23.0,18.0,8.0,9.0,5.0,8.0,12.05441354292624,9.0,3.0,4.24,16.13,80.65,9.74,3.09,23.2
HBO-002042,2024-03-09,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,27.0,22.0,2.0,3.0,2.0,20.0,15.0,3.0,4.0,2.0,16.0,14.0,7.48,3.0,3.69,16.375,81.48,4.04,1.49,31.7
HBO-002072,2024-03-10,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,18.0,16.0,1.0,1.0,1.0,14.0,14.0,4.0,4.666666666666667,12.0,7.0,7.0,3.0,2.359173126614987,4.64,66.67,76.035,1.59,2.36,28.3
HBO-002102,2024-03-11,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,17.0,12.0,1.0,4.0,1.0,13.0,13.0,6.0,5.333333333333333,9.0,10.0,11.0,8.0,2.359173126614987,4.12,52.94,70.59,3.19,3.4,24.9
HBO-002132,2024-03-12,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,34.0,28.0,1.0,5.0,2.0,26.0,26.0,8.0,6.0,7.5,9.0,12.05441354292624,9.0,2.0,2.29,5.88,82.35,2.68,1.98,21.5
HBO-002162,2024-03-13,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,20.0,16.0,1.0,3.0,1.0,15.0,12.0,4.0,8.5,6.0,19.0,13.0,10.0,2.0,2.0,30.0,80.0,2.42,3.06,21.1
HBO-002192,2024-03-14,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,20.0,19.0,1.0,0.0,1.0,15.0,14.0,4.0,11.0,8.0,6.0,12.0,8.0,2.0,6.72,40.0,95.0,5.05,4.07,23.4
HBO-002222,2024-03-15,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,21.0,18.0,1.0,2.0,1.0,16.0,13.0,5.0,10.0,11.0,6.0,13.0,10.0,2.0,6.12,52.38,85.71,5.54,3.15,22.0
HBO-002252,2024-03-16,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,24.0,18.0,1.0,5.0,1.0,18.0,12.0,8.0,9.0,8.0,8.0,9.0,6.0,2.0,3.21,33.33,75.0,1.98,3.06,23.166666666666668
HBO-002282,2024-03-17,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,24.0,21.0,1.0,2.0,1.0,18.0,18.0,3.0,8.5,14.0,9.0,11.0,6.0,2.359173126614987,3.6,58.33,87.5,7.14,5.82,24.333333333333332
HBO-002312,2024-03-18,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,25.0,23.0,2.0,0.0,2.0,19.0,17.0,3.0,8.0,11.0,11.0,12.05441354292624,8.0,1.0,9.19,44.0,92.0,2.3,4.91,25.5
HBO-002342,2024-03-19,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,23.0,21.0,1.0,1.0,1.0,17.0,17.0,0.0,12.0,15.0,13.0,13.0,10.0,2.0,6.61,65.22,91.3,2.43,3.27,26.833333333333332
HBO-002372,2024-03-20,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,23.0,19.0,1.0,3.0,1.0,17.0,14.0,4.0,8.0,5.0,7.0,12.0,7.0,2.0,4.72,21.74,82.61,2.3,2.02,28.166666666666668
HBO-002402,2024-03-21,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,28.0,26.0,2.0,0.0,2.0,21.0,20.0,3.0,5.0,8.0,9.0,15.0,10.0,2.359173126614987,3.46,28.57,92.86,1.53,3.26,29.5
HBO-002432,2024-03-22,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,1.0,Spring,0.0,28.0,27.0,1.0,0.0,2.0,21.0,21.0,0.0,10.0,7.0,11.0,18.0,12.0,3.0,3.78,25.0,96.43,4.7,3.8,28.6
HBO-002462,2024-03-23,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,18.0,14.0,1.0,3.0,1.0,14.0,11.0,3.0,9.0,6.0,6.0,10.0,6.0,1.0,3.3,33.33,77.78,3.02,0.54,26.4
HBO-002492,2024-03-24,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,21.0,17.0,1.0,3.0,1.0,16.0,13.0,3.0,9.5,7.0,4.0,13.0,9.0,2.0,2.09,33.33,80.95,1.96,2.98,27.85
HBO-002522,2024-03-25,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,31.0,29.0,2.0,0.0,2.0,23.0,20.0,6.0,10.0,10.0,17.0,16.0,9.0,2.359173126614987,10.59,32.26,93.55,4.64,2.59,29.3
HBO-002552,2024-03-26,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,23.0,22.0,1.0,0.0,1.0,17.0,17.0,3.0,9.5,10.0,13.0,14.0,7.48,2.359173126614987,2.42,43.48,95.65,3.56,6.14,28.85
HBO-002582,2024-03-27,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,28.0,24.0,2.0,2.0,2.0,21.0,20.0,1.0,9.0,10.0,12.0,14.0,9.0,3.0,3.78,35.71,85.71,3.02,5.23,28.4
HBO-002612,2024-03-28,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,27.0,20.0,2.0,5.0,2.0,20.0,16.0,4.0,6.0,10.0,10.0,14.0,8.0,2.359173126614987,4.98,22.22,86.60499999999999,1.59,3.45,30.5
HBO-002642,2024-03-29,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,24.0,21.0,1.0,2.0,1.0,18.0,15.0,4.0,8.0,10.0,12.0,12.0,7.0,3.0,2.81,41.67,87.5,1.78,3.32,27.4
HBO-002672,2024-03-30,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,30.0,27.0,1.0,2.0,2.0,22.0,22.0,1.0,8.0,11.0,6.0,12.0,7.0,2.0,3.6,40.0,90.0,7.44,0.21,29.1
HBO-002702,2024-03-31,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,19.0,16.0,1.0,2.0,1.0,14.0,14.0,3.0,11.0,12.0,12.0,8.0,5.0,3.0,6.34,63.16,84.21,3.99,3.06,25.1
HBO-002732,2024-04-01,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,18.0,15.0,1.0,2.0,1.0,14.0,14.0,5.0,6.0,9.0,8.0,12.05441354292624,9.0,3.0,2.51,50.0,83.33,3.61,1.94,29.2
HBO-002762,2024-04-02,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,17.0,16.0,1.0,0.0,1.0,13.0,13.0,3.0,9.0,12.0,14.0,9.0,7.48,1.0,3.6,70.59,94.12,1.71,0.46,29.2
HBO-002792,2024-04-03,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,1.0,Spring,0.0,23.0,22.0,1.0,0.0,1.0,17.0,17.0,2.0,8.0,12.0,14.0,21.0,11.0,5.0,5.79,52.17,95.65,6.51,3.49,29.9
HBO-002822,2024-04-04,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,25.0,20.0,2.0,3.0,2.0,19.0,17.0,3.0,12.0,10.0,11.0,11.0,7.48,2.0,3.99,40.0,80.0,4.11,0.36,30.6
HBO-002852,2024-04-05,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,30.0,25.0,1.0,4.0,2.0,22.0,19.0,4.0,12.0,10.0,11.0,16.0,9.0,3.0,3.18,33.33,83.33,3.21,0.59,27.9
HBO-002882,2024-04-06,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,28.0,24.0,2.0,2.0,2.0,21.0,18.0,3.0,7.0,11.0,10.0,13.0,7.0,3.0,3.3,16.375,85.71,3.3,3.06,27.0
HBO-002912,2024-04-07,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,32.0,28.0,1.0,3.0,2.0,24.0,20.0,3.0,6.0,3.0,9.0,12.05441354292624,8.0,2.0,2.53,9.38,87.5,2.31,1.2,27.8
HBO-002942,2024-04-08,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,29.0,25.0,1.0,3.0,2.0,22.0,19.0,5.0,9.0,7.0,5.0,14.0,9.0,2.359173126614987,5.25,24.14,86.21,2.44,7.95,33.5
HBO-002972,2024-04-09,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,24.0,20.0,2.0,2.0,1.0,18.0,15.0,3.0,4.0,0.0,3.0,19.0,13.0,4.0,10.14,0.0,83.33,1.77,3.37,31.0
HBO-003002,2024-04-10,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,27.0,25.0,1.0,1.0,2.0,20.0,18.0,3.0,14.0,10.0,15.0,15.0,6.0,2.0,4.62,37.04,92.59,2.3,3.17,28.2
HBO-003032,2024-04-11,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,26.0,23.0,1.0,2.0,2.0,20.0,20.0,4.0,12.0,12.0,12.0,15.0,8.0,3.0,4.52,16.375,95.06,3.24,0.14,27.2
HBO-003062,2024-04-12,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,25.0,22.0,2.0,1.0,2.0,19.0,16.0,6.0,12.5,0.0,14.0,12.05441354292624,8.0,2.0,3.1,16.375,97.53,9.77,3.06,29.3
HBO-003092,2024-04-13,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,21.0,21.0,0.0,0.0,1.0,16.0,16.0,1.0,13.0,14.0,9.0,9.0,5.0,2.0,6.96,66.67,100.0,6.68,2.24,29.9
HBO-003122,2024-04-14,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,25.0,20.0,1.0,4.0,2.0,19.0,14.0,8.0,14.0,10.0,7.0,14.0,7.48,3.0,4.58,40.0,80.0,4.89,5.27,29.5
HBO-003152,2024-04-15,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,20.0,17.0,0.0,3.0,1.0,15.0,15.0,3.0,7.0,3.0,7.0,10.0,7.0,1.0,3.6,15.0,84.445,2.35,3.06,31.0
HBO-003182,2024-04-16,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,18.0,16.0,1.0,1.0,1.0,14.0,14.0,3.0,8.5,9.0,11.0,14.0,10.0,3.0,2.64,50.0,88.89,2.3,0.5,32.5
HBO-003212,2024-04-17,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,24.0,20.0,1.0,3.0,1.0,18.0,16.0,4.0,10.0,10.0,9.0,11.0,5.0,2.0,3.92,41.67,83.33,2.86,3.06,33.8
HBO-003242,2024-04-18,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,20.0,19.0,1.0,0.0,1.0,15.0,15.0,3.0,6.0,9.0,8.0,12.0,7.0,2.0,2.57,45.0,95.0,4.12,6.47,29.3
HBO-003272,2024-04-19,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,23.0,20.0,2.0,1.0,1.0,17.0,15.0,4.0,7.0,17.0,7.0,12.05441354292624,9.0,4.0,3.63,73.91,86.96,2.45,1.27,28.450000000000003
HBO-003302,2024-04-20,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,33.0,26.0,1.0,6.0,2.0,25.0,21.0,5.0,8.0,10.0,4.0,12.0,7.0,2.0,2.79,30.3,78.79,6.71,2.22,27.6
HBO-003332,2024-04-21,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,24.0,20.0,1.0,3.0,1.0,18.0,17.0,2.0,7.0,4.0,9.0,10.0,7.48,2.0,3.89,16.67,83.33,2.3,6.12,31.05
HBO-003362,2024-04-22,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,14.0,12.0,1.0,1.0,1.0,10.0,8.0,5.0,7.0,7.0,5.0,13.0,8.0,3.0,3.6,50.0,85.71,4.39,2.98,34.5
HBO-003392,2024-04-23,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,17.0,16.0,1.0,0.0,1.0,13.0,13.0,2.0,5.0,1.0,6.0,12.0,7.0,2.0,6.87,5.88,94.12,1.87,3.06,31.2
HBO-003422,2024-04-24,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,23.0,20.0,1.0,2.0,1.0,17.0,16.0,2.0,15.0,11.0,9.0,13.0,7.48,2.0,3.95,47.83,86.96,1.88,1.13,30.8
HBO-003452,2024-04-25,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,27.0,24.0,2.0,1.0,2.0,20.0,18.0,5.0,10.0,6.0,13.0,15.0,10.0,2.359173126614987,2.09,22.22,88.89,2.32,3.06,33.4
HBO-003482,2024-04-26,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,28.0,24.0,2.0,2.0,2.0,21.0,18.0,5.0,6.0,8.0,10.0,14.0,10.0,3.0,5.79,28.57,85.71,2.3,3.9,30.6
HBO-003512,2024-04-27,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,18.0,13.0,1.0,4.0,1.0,14.0,10.0,6.0,10.0,11.0,11.0,10.0,5.0,2.0,3.6,61.11,72.22,2.7,3.06,31.4
HBO-003542,2024-04-28,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,25.0,21.0,1.0,3.0,2.0,19.0,14.0,8.0,10.5,10.0,10.0,12.05441354292624,10.0,3.0,3.13,40.0,84.0,1.88,2.87,31.4
HBO-003572,2024-04-29,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,27.0,21.0,2.0,4.0,2.0,20.0,16.0,7.0,11.0,8.0,12.0,14.0,10.0,3.0,1.91,29.63,77.78,2.63,3.01,32.65
HBO-003602,2024-04-30,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,34.0,26.0,1.0,7.0,2.0,26.0,19.0,9.0,12.0,13.0,18.0,13.0,8.0,3.0,2.58,38.24,76.47,5.52,3.01,33.9
HBO-003632,2024-05-01,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,29.0,28.0,1.0,0.0,2.0,22.0,22.0,2.0,10.0,6.0,11.0,14.0,8.0,3.0,3.32,20.69,96.55,4.09,3.06,30.2
HBO-003662,2024-05-02,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,26.0,24.0,1.0,1.0,2.0,20.0,20.0,3.0,10.0,8.0,11.0,15.0,10.0,3.0,5.77,30.77,92.31,3.35,2.34,35.5
HBO-003692,2024-05-03,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,24.0,21.0,2.0,1.0,1.0,18.0,18.0,3.0,9.0,6.0,8.0,11.0,8.0,3.0,3.47,25.0,87.5,4.45,4.27,36.1
HBO-003722,2024-05-04,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,27.0,19.0,2.0,6.0,2.0,20.0,20.0,3.0,10.0,9.0,11.0,16.0,11.0,2.0,1.78,33.33,84.225,3.33,3.24,33.3
HBO-003752,2024-05-05,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,21.0,17.0,1.0,3.0,1.0,16.0,15.0,3.0,12.0,1.0,5.0,8.0,5.0,1.0,7.48,4.76,80.95,2.77,4.27,32.7
HBO-003782,2024-05-06,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,16.0,13.0,1.0,2.0,1.0,12.0,10.0,4.0,14.0,14.0,9.0,9.0,5.0,2.359173126614987,2.01,87.5,81.25,2.3,6.06,33.4
HBO-003812,2024-05-07,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,23.0,18.0,1.0,4.0,1.0,17.0,14.0,3.0,11.0,11.0,10.0,11.0,6.0,2.0,3.6,16.375,78.26,2.74,2.13,32.9
HBO-003842,2024-05-08,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,24.0,21.0,1.0,2.0,1.0,18.0,16.0,2.0,7.0,9.0,11.0,10.0,5.0,2.0,3.36,37.5,87.5,2.3,3.06,32.4
HBO-003872,2024-05-09,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,20.0,17.0,1.0,2.0,1.0,15.0,15.0,6.0,6.5,17.0,5.0,12.0,8.0,2.0,2.24,16.375,85.0,1.57,3.06,31.9
HBO-003902,2024-05-10,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,27.0,21.0,2.0,4.0,2.0,20.0,14.0,9.0,6.0,3.0,9.0,17.0,11.0,3.0,5.85,11.11,77.78,3.86,2.73,31.4
HBO-003932,2024-05-11,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,27.0,21.0,1.0,5.0,2.0,20.0,15.0,3.0,8.0,7.0,8.0,13.0,10.0,3.0,3.54,25.93,77.78,7.73,0.32,33.7
HBO-003962,2024-05-12,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Spring,0.0,30.0,24.0,1.0,5.0,2.0,22.0,17.0,5.0,6.0,8.0,8.0,16.0,11.0,3.0,3.6,16.375,80.0,2.44,3.06,31.8
HBO-003992,2024-05-13,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,20.0,20.0,0.0,0.0,1.0,15.0,15.0,0.0,8.0,6.0,4.0,13.0,8.0,3.0,2.37,30.0,100.0,4.43,4.36,36.8
HBO-004022,2024-05-14,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,25.0,20.0,1.0,4.0,2.0,19.0,16.0,5.0,13.0,14.0,9.0,12.05441354292624,12.0,3.0,2.66,56.0,80.0,1.84,0.79,36.1
HBO-004052,2024-05-15,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,23.0,19.0,1.0,3.0,1.0,17.0,13.0,5.0,8.0,9.0,4.0,11.0,6.0,2.0,7.95,39.13,79.285,3.33,8.69,34.9
HBO-004082,2024-05-16,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,28.0,22.0,2.0,4.0,2.0,21.0,15.0,9.0,8.0,11.0,8.0,16.0,7.48,3.0,5.83,39.29,78.57,12.0,0.75,35.0
HBO-004112,2024-05-17,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Spring,0.0,26.0,20.0,1.0,5.0,2.0,20.0,20.0,1.0,8.0,16.0,12.0,11.0,8.0,2.359173126614987,9.8,61.54,76.92,2.02,8.66,36.4
