record_id,date,hospital_name,department,hospital_type,city,ward,weekend_flag,holiday_flag,season,disease_outbreak_flag,total_beds,occupied_beds,reserved_beds,available_beds,emergency_beds,ICU_beds,ICU_occupied,ventilators_available,daily_admissions,daily_discharge,emergency_cases,staff_on_duty,nurses_on_duty,doctors_on_duty,average_length_of_stay,patient_turnover_rate,occupancy_rate,mortality_rate,infection_rate,temperature,ICU_occupancy_rate,bed_utilization_ratio,admission_discharge_ratio,staff_to_patient_ratio,nurse_to_patient_ratio,doctor_to_patient_ratio,emergency_pressure_index,bed_shortage_flag,high_occupancy_flag,critical_occupancy_flag,seven_day_rolling_occupancy,fourteen_day_rolling_occupancy,occupancy_lag_1,occupancy_lag_7,admissions_lag_1,discharge_lag_1,hospital_average_occupancy,department_average_occupancy,monthly_average_occupancy,weekend_staffing_gap,outbreak_pressure_score,seasonal_demand_index
HBO-005071,2024-06-18,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,49.0,42.0,2.0,5.0,15.0,6.0,6.0,1.0,12.0,11.0,14.0,19.12621359223301,12.0,3.0,2.04,22.45,85.71428571428571,2.46,1.42,38.7,100.0,0.8979591836734694,1.0909090909090908,0.4553860379103098,0.2857142857142857,0.07142857142857142,0.9333333333333333,1,1,0,81.836643870367,84.57344255084148,88.67924528301887,76.31578947368422,10.0,8.0,81.07106350384667,89.27041742928085,77.49303460931112,0.0,0.0,0.95586552414764
HBO-005101,2024-06-19,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,45.0,39.0,3.0,3.0,14.0,5.0,5.0,1.0,11.0,10.0,13.0,19.12621359223301,12.0,5.0,2.11,22.22,86.66666666666667,3.42,4.99,36.7,100.0,0.9333333333333333,1.1,0.49041573313417974,0.3076923076923077,0.1282051282051282,0.9285714285714286,1,1,0,83.17928619045293,84.52706036160214,85.71428571428571,87.93103448275862,12.0,11.0,81.08432985301936,89.24949900742796,77.67175745941927,0.0,0.0,0.9579132934836345
HBO-005131,2024-06-20,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,44.0,40.0,3.0,1.0,13.0,5.0,4.0,1.0,11.0,15.0,13.0,21.0,12.0,4.0,3.6,34.09,90.9090909090909,1.63,1.94,39.6,80.0,0.9772727272727273,0.7333333333333333,0.525,0.3,0.1,1.0,1,1,1,82.99866221672552,85.25535167812875,86.66666666666667,84.0,11.0,10.0,81.10023394650553,89.23439472473345,77.86313850638197,0.0,0.0,0.9600852515140846
HBO-005161,2024-06-21,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,53.0,42.0,2.0,9.0,16.0,6.0,5.0,3.0,14.0,15.0,7.0,22.0,12.0,5.0,0.5,33.96,79.24528301886792,4.06,13.07,38.45,83.33333333333334,0.8301886792452831,0.9333333333333333,0.5238095238095238,0.2857142857142857,0.11904761904761904,0.4375,0,0,0,83.98567520373851,84.73131431198613,90.9090909090909,79.6875,11.0,15.0,81.12810001742197,89.24413133045645,78.13492918143841,0.0,0.0,0.9631056214142708
HBO-005191,2024-06-22,Apex Medical Center,Emergency,Teaching,Karachi,ER,1.0,0.0,Summer,0.0,54.0,39.0,1.0,14.0,16.0,6.0,4.0,4.0,11.0,15.0,7.0,17.0,10.0,3.0,3.6,16.375,72.22222222222221,4.37,3.06,37.3,66.66666666666666,0.7407407407407407,0.7333333333333333,0.4358974358974359,0.2564102564102564,0.07692307692307693,0.4375,0,0,0,83.92250134929107,83.80905861725542,79.24528301886792,74.57627118644068,14.0,15.0,81.12276625821927,89.1863345194068,78.15758946383494,2.0,0.0,0.9634482780709663
HBO-005221,2024-06-23,Apex Medical Center,Emergency,Teaching,Karachi,ER,1.0,0.0,Summer,0.0,62.0,49.0,5.0,8.0,19.0,7.0,5.0,2.0,9.0,5.0,11.0,20.0,14.0,4.0,3.01,16.375,79.03225806451613,0.68,0.95,40.0,71.42857142857143,0.8709677419354839,1.8,0.40816326530612246,0.2857142857142857,0.08163265306122448,0.5789473684210527,0,0,0,83.586208640117,82.86389267208946,72.22222222222221,81.66666666666667,11.0,15.0,81.09762347845657,89.08883962114712,78.03888211900268,0.0,0.0,0.9622832183206141
HBO-005251,2024-06-24,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,52.0,36.0,3.0,13.0,16.0,6.0,4.0,4.0,11.0,10.0,6.0,18.0,12.0,4.0,2.24,19.23,69.23076923076923,2.46,1.79,36.6,66.66666666666666,0.75,1.1,0.5,0.3333333333333333,0.1111111111111111,0.375,0,0,0,83.20986455409549,82.98344749340934,79.03225806451613,88.67924528301887,9.0,5.0,81.09180554771308,89.03137344082351,78.05836007871864,0.0,0.0,0.9625924537195104
HBO-005281,2024-06-25,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,39.0,32.0,3.0,4.0,12.0,5.0,4.0,2.0,4.0,2.0,9.0,13.0,10.0,2.0,3.6,5.13,82.05128205128204,1.32,6.4,39.9,80.0,0.8974358974358975,2.0,0.40625,0.3125,0.0625,0.75,1,1,0,80.43151083234554,81.13407735135627,69.23076923076923,85.71428571428571,11.0,10.0,81.05848802996884,88.91887000781185,77.88859871625806,0.0,0.0,0.9608938016147189
HBO-005311,2024-06-26,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,44.0,37.0,2.0,5.0,13.0,5.0,4.0,2.0,5.5,15.0,12.0,18.0,9.0,3.0,2.17,34.09,84.0909090909091,7.36,2.85,40.3,80.0,0.8863636363636364,0.36666666666666664,0.4864864864864865,0.24324324324324326,0.08108108108108109,0.9230769230769231,1,1,0,79.90822459477359,81.54375539261325,82.05128205128204,86.66666666666667,4.0,2.0,81.06126896560278,88.88007007585405,77.96713991125851,0.0,0.0,0.9618297481173492
HBO-005341,2024-06-27,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,55.0,45.0,3.0,7.0,16.0,7.0,7.0,3.0,7.0,8.0,9.0,21.0,12.0,3.0,3.04,20.0,81.81818181818183,3.16,2.89,34.4,100.0,0.8727272727272727,0.875,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.5625,0,1,0,79.54025922680822,81.26946072176688,84.0909090909091,90.9090909090909,5.5,15.0,81.06973164751705,88.85316467706222,78.080543044215,0.0,0.0,0.9631281793765049
HBO-005371,2024-06-28,Apex Medical Center,Emergency,Teaching,Karachi,ER,0.0,0.0,Summer,0.0,60.0,52.0,2.0,6.0,18.0,7.0,6.0,3.0,3.0,1.0,19.0,23.0,14.0,4.0,5.33,1.67,86.66666666666667,5.05,6.95,39.5,85.71428571428571,0.9,3.0,0.4423076923076923,0.2692307692307692,0.07692307692307693,1.0555555555555556,0,1,0,78.24155792810691,81.11361656592271,81.81818181818183,79.24528301886792,7.0,8.0,81.07181646693392,88.81386309684501,78.14850011283258,0.0,0.0,0.9639416448095283
HBO-000002,2024-01-01,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,1.0,Winter,0.0,19.0,16.0,1.0,2.0,1.0,14.0,12.0,3.0,5.0,7.0,9.0,13.0,8.0,2.359173126614987,3.88,16.375,84.21052631578947,5.25,12.65,20.2,85.71428571428571,0.8947368421052632,0.7142857142857143,0.8125,0.5,0.1474483204134367,9.0,1,1,0,,,,,,,81.08735771748874,,80.42460848341058,0.0,0.0,1.0042982832040612
HBO-000032,2024-01-02,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,22.0,18.0,2.0,2.0,1.0,16.0,13.0,4.0,7.0,10.0,12.0,13.0,9.0,4.0,10.32,45.45,81.81818181818183,2.3,3.2,17.6,81.25,0.9090909090909091,0.7,0.7222222222222222,0.5,0.2222222222222222,12.0,1,1,0,84.21052631578947,84.21052631578947,84.21052631578947,,5.0,7.0,81.09600915404914,84.21052631578947,80.48470241725785,0.0,0.0,1.0044739049350013
HBO-000062,2024-01-03,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,22.0,17.0,1.0,4.0,1.0,16.0,10.0,7.0,8.0,5.0,14.0,12.0,6.0,2.0,6.18,22.73,77.27272727272727,2.31,4.1,14.8,62.5,0.8181818181818182,1.6,0.7058823529411765,0.35294117647058826,0.11764705882352941,14.0,1,0,0,83.01435406698565,83.01435406698565,81.81818181818183,,7.0,10.0,81.09800410615999,83.01435406698565,80.5055380328973,0.0,0.0,1.0044855164468822
HBO-000092,2024-01-04,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,23.0,15.0,1.0,7.0,1.0,17.0,12.0,3.0,10.0,11.0,16.0,10.0,6.0,2.0,5.4,16.375,65.21739130434783,1.58,3.06,19.6,70.58823529411765,0.6956521739130435,0.9090909090909091,0.6666666666666666,0.4,0.13333333333333333,16.0,0,0,0,81.10047846889951,81.10047846889951,77.27272727272727,,8.0,5.0,81.08746615345082,81.10047846889951,80.45580248274082,0.0,0.0,1.004196050730929
HBO-000122,2024-01-05,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,25.0,21.0,2.0,2.0,2.0,19.0,18.0,3.0,7.0,10.0,10.0,11.0,7.0,2.0,5.26,16.375,84.0,2.33,7.62,19.25,94.73684210526315,0.92,0.7,0.5238095238095238,0.3333333333333333,0.09523809523809523,5.0,1,1,0,77.12970667776159,77.12970667776159,65.21739130434783,,10.0,11.0,81.04386704672251,77.12970667776159,80.22491746488639,0.0,0.0,1.0031232199867146
HBO-000152,2024-01-06,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,19.0,15.0,1.0,3.0,1.0,14.0,10.0,4.0,9.0,10.0,10.0,12.0,8.0,2.0,4.7,52.63,78.94736842105263,1.79,10.31,18.9,71.42857142857143,0.8421052631578947,0.9,0.8,0.5333333333333333,0.13333333333333333,10.0,1,0,0,78.50376534220928,78.50376534220928,84.0,,7.0,10.0,81.05196604111505,78.50376534220928,80.28126198033586,0.0,0.0,1.0032897777193523
HBO-000182,2024-01-07,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,25.0,21.0,2.0,2.0,2.0,19.0,14.0,6.0,7.0,9.0,11.0,13.0,7.48,3.0,3.6,36.0,84.0,1.84,6.13,14.9,73.68421052631578,0.92,0.7777777777777778,0.6190476190476191,0.3561904761904762,0.14285714285714285,5.5,1,1,0,78.57769918868317,78.57769918868317,78.94736842105263,,9.0,10.0,81.04621577439357,78.57769918868318,80.26164589858169,0.0,0.0,1.0031287561876994
HBO-000212,2024-01-08,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,18.0,13.0,0.0,5.0,1.0,14.0,11.0,4.0,12.0,16.0,11.0,8.0,3.0,1.0,8.15,88.89,72.22222222222221,4.21,2.2,20.5,78.57142857142857,0.7222222222222222,0.75,0.6153846153846154,0.23076923076923078,0.07692307692307693,11.0,1,0,0,79.35231359029987,79.35231359029987,84.0,84.21052631578947,7.0,9.0,81.05426423277397,79.35231359029987,80.31582494352978,0.0,0.0,1.0032914602614225
HBO-000242,2024-01-09,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,23.0,15.0,1.0,7.0,1.0,17.0,11.0,9.0,12.0,15.0,18.0,14.0,10.0,3.0,4.39,65.22,65.21739130434783,4.04,2.3,21.9,64.70588235294117,0.6956521739130435,0.8,0.9333333333333333,0.6666666666666666,0.2,18.0,0,0,0,77.63969871979025,78.46105216929016,72.22222222222221,81.81818181818183,12.0,16.0,81.03026411861487,78.46105216929014,80.2002020475111,0.0,0.0,1.0027113622978565
HBO-000272,2024-01-10,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,25.0,20.0,2.0,3.0,2.0,19.0,19.0,3.0,10.0,14.0,11.0,14.0,8.0,4.0,1.51,16.375,80.0,1.58,1.11,19.5,100.0,0.88,0.7142857142857143,0.7,0.4,0.2,5.5,1,1,0,75.26815721781396,76.98953429540767,65.21739130434783,77.27272727272727,12.0,15.0,80.98741080475506,76.98953429540767,79.98917654408626,0.0,0.0,1.0017073294081817
HBO-000302,2024-01-11,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,17.0,15.0,1.0,1.0,1.0,13.0,11.0,3.0,8.0,12.0,11.0,15.0,7.48,3.0,11.05,70.59,88.23529411764706,5.36,4.11,21.3,84.61538461538461,0.9411764705882353,0.6666666666666666,1.0,0.4986666666666667,0.2,11.0,1,1,0,75.65776760742436,77.2905808658669,80.0,65.21739130434783,10.0,14.0,80.98474212690438,77.2905808658669,79.98932686986285,0.0,0.0,1.001633415907621
HBO-000332,2024-01-12,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,27.0,22.0,1.0,4.0,2.0,20.0,15.0,3.0,11.0,11.0,12.0,14.0,7.0,2.0,2.16,40.74,81.48148148148148,4.01,1.63,18.9,75.0,0.8518518518518519,1.0,0.6363636363636364,0.3181818181818182,0.09090909090909091,6.0,1,1,0,78.94603943789568,78.28555479784691,88.23529411764706,84.0,8.0,12.0,81.00428539372578,78.28555479784691,80.10228532531194,0.0,0.0,1.0020625629752493
HBO-000362,2024-01-13,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,26.0,22.0,2.0,2.0,2.0,20.0,17.0,3.0,9.0,7.0,13.0,9.0,6.0,2.0,3.6,26.92,84.61538461538461,1.86,1.81,24.7,85.0,0.9230769230769231,1.2857142857142858,0.4090909090909091,0.2727272727272727,0.09090909090909091,6.5,1,1,0,78.58625107810732,78.55188202148314,81.48148148148148,78.94736842105263,11.0,11.0,81.00556817890792,78.55188202148312,80.12092311120612,3.0,0.0,1.0020756973842568
HBO-000392,2024-01-14,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,24.0,19.0,1.0,4.0,1.0,18.0,14.0,4.0,14.0,16.0,12.0,10.0,7.48,2.0,3.59,66.67,79.16666666666666,4.87,6.76,22.5,77.77777777777779,0.8333333333333334,0.875,0.5263157894736842,0.3936842105263158,0.10526315789473684,12.0,1,0,0,79.39596767729759,79.01830529793709,84.61538461538461,84.0,9.0,7.0,81.01524597096281,79.01830529793709,80.18084926459517,2.0,0.0,1.002275405021025
HBO-000422,2024-01-15,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,20.0,14.0,1.0,5.0,1.0,15.0,15.0,6.0,10.0,14.0,16.0,10.0,6.0,2.359173126614987,3.26,70.0,70.0,3.55,3.06,20.3,100.0,0.75,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.1685123661867848,16.0,1,0,0,78.7054914868214,79.02890253856063,79.16666666666666,72.22222222222221,14.0,16.0,81.01030324555026,79.02890253856063,80.16750475672768,0.0,0.0,1.002149284198142
HBO-000452,2024-01-16,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,25.0,22.0,2.0,1.0,2.0,19.0,17.0,5.0,10.0,11.0,14.0,13.0,9.0,3.0,3.6,44.0,88.0,2.3,6.72,17.75,89.47368421052632,0.96,0.9090909090909091,0.5909090909090909,0.4090909090909091,0.13636363636363635,7.0,1,1,0,78.38803116936108,78.01386494457567,70.0,65.21739130434783,10.0,14.0,80.98094243689546,78.42697570265659,80.03545924040655,0.0,0.0,1.0014895780822666
HBO-000482,2024-01-17,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,30.0,23.0,2.0,5.0,2.0,22.0,17.0,6.0,6.0,10.0,12.0,16.0,11.0,3.0,5.64,33.33,76.66666666666667,3.22,7.9,15.2,77.27272727272727,0.8333333333333334,0.6,0.6956521739130435,0.4782608695652174,0.13043478260869565,6.0,1,0,0,81.64268955445426,78.45542338613411,88.0,80.0,10.0,11.0,80.9996101431803,79.02528972124055,80.13756873732441,0.0,0.0,1.0018849903265987
HBO-000512,2024-01-18,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,23.0,19.0,1.0,3.0,1.0,17.0,13.0,5.0,8.5,8.0,7.0,12.0,7.0,2.0,10.62,34.78,82.6086956521739,2.3,3.66,21.0,76.47058823529412,0.8695652173913043,1.0625,0.631578947368421,0.3684210526315789,0.10526315789473684,7.0,1,1,0,81.16649907826378,78.41213334284407,76.66666666666667,88.23529411764706,6.0,10.0,80.98811692440972,78.88654718861855,80.09363326807558,0.0,0.0,1.001622891144112
HBO-000542,2024-01-19,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,20.0,14.0,1.0,5.0,1.0,15.0,10.0,7.0,11.0,12.0,8.0,11.0,8.0,3.0,3.23,60.0,70.0,9.04,12.05,18.1,66.66666666666666,0.75,0.9166666666666666,0.7857142857142857,0.5714285714285714,0.21428571428571427,8.0,1,0,0,80.3626992974819,79.65436936768879,82.6086956521739,81.48148148148148,8.5,8.0,80.99240416972127,79.09333321437163,80.12507154787681,0.0,0.0,1.0017031047683609
HBO-000572,2024-01-20,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,24.0,20.0,1.0,3.0,1.0,18.0,18.0,3.0,8.0,10.0,9.0,12.0,9.0,2.0,3.6,41.67,83.33333333333334,3.58,11.37,16.9,100.0,0.875,0.8,0.6,0.45,0.1,9.0,1,1,0,78.72248765727026,78.65436936768879,70.0,84.61538461538461,11.0,12.0,80.96340046478797,78.61473672940471,80.00007066456969,0.0,0.0,1.0010729273489427
HBO-000602,2024-01-21,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,21.0,17.0,1.0,3.0,1.0,16.0,16.0,4.0,7.0,11.5,12.0,13.0,8.0,2.359173126614987,13.65,16.375,80.95238095238095,12.0,3.06,23.0,100.0,0.8571428571428571,0.6086956521739131,0.7647058823529411,0.47058823529411764,0.1387748898008816,12.0,1,1,0,78.53933747412007,78.96765257570884,83.33333333333334,79.16666666666666,8.0,10.0,80.9696371302315,78.85066655960114,80.0407202093107,0.0,0.0,1.0011972239460831
HBO-000632,2024-01-22,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,35.0,32.0,2.0,1.0,2.0,26.0,25.0,2.0,11.0,13.0,9.0,20.0,13.0,4.0,2.83,37.14,91.42857142857143,9.13,2.81,22.35,96.15384615384616,0.9714285714285714,0.8461538461538461,0.625,0.40625,0.125,4.5,1,1,1,78.7944395149364,78.74996550087891,80.95238095238095,70.0,7.0,11.5,80.96959183842611,78.95074819735257,80.05170407368504,0.0,0.0,1.001187781545164
HBO-000662,2024-01-23,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,24.0,18.0,1.0,5.0,1.0,18.0,13.0,7.0,7.0,5.0,8.0,15.0,10.0,4.0,4.64,20.83,75.0,3.41,13.89,21.7,72.22222222222221,0.7916666666666666,1.4,0.8333333333333334,0.5555555555555556,0.2222222222222222,8.0,1,0,0,81.85566400473233,80.1218475870467,91.42857142857143,88.0,11.0,13.0,80.99697136614901,79.51792198058978,80.18714297076703,0.0,0.0,1.0017503390513343
HBO-000692,2024-01-24,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,23.0,17.0,1.0,5.0,1.0,17.0,13.0,7.0,10.5,6.0,14.0,13.0,7.0,2.0,4.07,26.09,73.91304347826086,2.3,4.18,20.1,76.47058823529412,0.782608695652174,1.75,0.7647058823529411,0.4117647058823529,0.11764705882352941,14.0,1,0,0,79.99852114758947,80.82060535102187,75.0,76.66666666666667,7.0,5.0,80.98131347746455,79.32149059012936,80.12611775934624,0.0,0.0,1.0014139283418453
HBO-000722,2024-01-25,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,29.0,25.0,1.0,3.0,2.0,22.0,19.0,3.0,14.0,17.0,12.0,17.0,11.0,2.359173126614987,3.23,58.62,86.20689655172413,3.75,1.82,18.5,86.36363636363636,0.896551724137931,0.8235294117647058,0.68,0.44,0.09436692506459948,6.0,1,1,0,79.60514640638864,80.38582274232623,73.91304347826086,82.6086956521739,10.5,6.0,80.96290652434162,79.09613862713483,80.05387270956619,0.0,0.0,1.0010255112054987
HBO-000752,2024-01-26,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,23.0,17.0,1.0,5.0,1.0,17.0,13.0,5.0,12.0,10.0,11.0,12.0,9.0,1.0,2.21,16.375,73.91304347826086,2.6,1.19,21.0,76.47058823529412,0.782608695652174,1.2,0.7058823529411765,0.5294117647058824,0.058823529411764705,11.0,1,0,0,80.11917510632439,80.24093720190315,86.20689655172413,70.0,14.0,17.0,80.9765272776595,79.38056894411841,80.12459712154501,0.0,0.0,1.001296677656028
HBO-000782,2024-01-27,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,24.0,21.0,1.0,2.0,1.0,18.0,18.0,0.0,10.0,12.0,9.0,11.0,9.0,2.0,10.22,50.0,87.5,1.7,12.56,19.7,100.0,0.9166666666666666,0.8333333333333334,0.5238095238095238,0.42857142857142855,0.09523809523809523,9.0,1,1,0,80.67818131750451,79.7003344873874,73.91304347826086,83.33333333333334,12.0,10.0,80.95822809683204,79.1702795031239,80.05401128468951,1.0,0.0,1.000916527312211
HBO-000812,2024-01-28,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,21.0,19.0,1.0,1.0,1.0,16.0,15.0,1.0,8.0,5.0,9.0,9.0,7.48,2.359173126614987,3.97,23.81,90.47619047619048,2.25,3.06,21.5,93.75,0.9523809523809523,1.6,0.47368421052631576,0.3936842105263158,0.12416700666394669,9.0,1,1,1,81.2734194127426,79.90637844343135,87.5,80.95238095238095,10.0,12.0,80.9751319001994,79.47878766967486,80.13767407924355,3.0,0.0,1.001250923664156
HBO-000842,2024-01-29,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,24.0,20.0,1.0,3.0,1.0,18.0,14.0,5.0,9.0,7.0,10.0,10.0,6.0,1.0,3.42,29.17,83.33333333333334,3.2,3.65,18.4,77.77777777777779,0.875,1.2857142857142858,0.5,0.3,0.05,10.0,1,1,0,82.63396363042968,80.71420157268304,90.47619047619048,91.42857142857143,8.0,5.0,80.99961916457052,79.87155205562183,80.25254648365407,0.0,0.0,1.0017323336894326
HBO-000872,2024-01-30,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,20.0,14.0,1.0,5.0,1.0,15.0,15.0,6.0,4.0,8.0,12.0,12.05441354292624,7.0,2.0,3.25,40.0,70.0,4.44,1.31,21.6,100.0,0.75,0.5,0.8610295387804456,0.5,0.14285714285714285,12.0,1,0,0,81.47750104539567,81.666582525064,83.33333333333334,75.0,9.0,7.0,81.00561842978586,79.99092382381879,80.2864012842,0.0,0.0,1.0018398709121976
HBO-000902,2024-01-31,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,24.0,19.0,2.0,3.0,1.0,18.0,13.0,6.0,8.5,11.0,10.0,11.0,7.48,2.0,4.49,45.83,79.16666666666666,4.09,4.83,20.3,72.22222222222221,0.875,0.7727272727272727,0.5789473684210527,0.3936842105263158,0.10526315789473684,10.0,1,0,0,80.76321533110995,80.38086823934972,70.0,73.91304347826086,4.0,8.0,80.97739889535049,79.6578930296915,80.17459257458913,0.0,0.0,1.0012706635206052
HBO-000932,2024-02-01,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,26.0,22.0,2.0,2.0,2.0,20.0,17.0,3.0,13.0,15.0,7.0,14.0,7.48,3.0,2.83,16.375,84.61538461538461,5.62,1.84,19.0,85.0,0.9230769230769231,0.8666666666666667,0.6363636363636364,0.34,0.13636363636363635,3.5,1,1,0,81.51373292945364,80.55943966792113,79.16666666666666,86.20689655172413,8.5,11.0,80.97276786663264,79.64204701798101,82.5169236457907,0.0,0.0,1.0011714188585241
HBO-000962,2024-02-02,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,24.0,23.0,1.0,0.0,1.0,18.0,18.0,2.0,7.0,10.0,10.0,13.0,7.0,3.0,4.54,41.67,95.83333333333334,3.93,3.06,22.5,100.0,1.0,0.7,0.5652173913043478,0.30434782608695654,0.13043478260869565,10.0,1,1,1,81.28637408140514,80.70277459386477,84.61538461538461,73.91304347826086,13.0,15.0,80.98206025629781,79.79746381789987,82.55249078086857,0.0,0.0,1.001344756951046
HBO-000992,2024-02-03,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,30.0,22.0,2.0,6.0,2.0,22.0,20.0,3.0,6.0,10.0,18.0,10.0,7.0,1.0,6.15,33.33,73.33333333333333,2.08,3.06,23.6,90.9090909090909,0.8,0.6,0.45454545454545453,0.3181818181818182,0.045454545454545456,9.0,0,0,0,84.4178440607012,82.54801268910286,95.83333333333334,87.5,7.0,10.0,81.01984975522157,80.28339925776149,82.773838156743,2.0,0.0,1.002066988050987
HBO-001022,2024-02-04,Apex Medical Center,ICU,Teaching,Karachi,ICU,1.0,0.0,Winter,0.0,25.0,22.0,1.0,2.0,2.0,19.0,19.0,4.0,11.0,8.0,9.0,12.0,9.0,1.0,6.13,16.375,88.0,2.68,2.69,22.0,100.0,0.92,1.375,0.5454545454545454,0.4090909090909091,0.045454545454545456,4.5,1,1,0,82.39403453689168,81.83372697481714,73.33333333333333,90.47619047619048,6.0,10.0,81.00034083029291,80.07898555410185,82.61907578258874,0.0,0.0,1.0016787101402715
HBO-001052,2024-02-05,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,23.0,19.0,1.0,3.0,1.0,17.0,14.0,6.0,7.5,12.0,11.0,12.05441354292624,7.0,2.0,5.52,52.17,82.6086956521739,11.48,1.56,24.3,82.35294117647058,0.8695652173913043,0.625,0.6344428180487495,0.3684210526315789,0.10526315789473684,11.0,1,1,0,82.04029304029304,82.33712833536136,88.0,83.33333333333334,11.0,8.0,81.01806148641877,80.30530025255608,82.70586488286955,0.0,0.0,1.0020061855431661
HBO-001082,2024-02-06,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,23.0,18.0,2.0,3.0,1.0,17.0,14.0,3.0,4.0,5.0,12.0,15.0,11.0,2.0,1.94,21.74,78.26086956521739,4.77,6.68,23.2,82.35294117647058,0.8695652173913043,0.8,0.8333333333333334,0.6111111111111112,0.1111111111111111,12.0,1,0,0,81.93677337155599,81.70713720847583,82.6086956521739,70.0,7.5,12.0,81.02207823936259,80.36928345810102,82.70432251412836,0.0,0.0,1.0020694973729403
HBO-001112,2024-02-07,Apex Medical Center,ICU,Teaching,Karachi,ICU,0.0,0.0,Winter,0.0,23.0,18.0,1.0,4.0,1.0,17.0,13.0,5.0,9.0,10.0,14.0,9.0,6.0,2.0,5.66,43.48,78.26086956521739,4.49,0.24,20.3,76.47058823529412,0.8260869565217391,0.9,0.5,0.3333333333333333,0.1111111111111111,14.0,1,0,0,83.11689759515846,81.9400564631342,78.26086956521739,79.16666666666666,4.0,5.0,81.0151230537854,80.31229929883389,82.63489356180162,0.0,0.0,1.001925256024773
